pmid	omim_id	label	reviewer_label	status	rrf_score
38360512	OMIM:615075	no	no	success	0.9486
22378669	OMIM:215100	no	no	success	0.9462
9604805	OMIM:260000	no	no	success	0.9464
8733056	OMIM:604121	yes	no	success	0.948
10160214	OMIM:610623	no	no	success	0.942
32355960	OMIM:604360	no	no	success	0.9434
8435181	OMIM:225320	no	no	success	0.9496
26604501	OMIM:617073	no	no	success	0.95
28330902	OMIM:618724	no	no	success	0.9384
34541298	OMIM:617663	no	no	success	0.9412
2003795	OMIM:219750	yes	no	success	0.9426
6635993	OMIM:303400	no	no	success	0.9468
620177	OMIM:616914	no	no	success	0.9114
3755828	OMIM:619120	no	no	success	0.9382
25172774	OMIM:617235	no	no	success	0.93
31208990	OMIM:616321	no	no	success	0.9462
37503164	OMIM:608971	no	no	success	0.9398
22815909	OMIM:608971	no	no	success	0.9484
35727845	OMIM:618724	no	no	success	0.9432
9415975	OMIM:259420	no	no	success	0.936
9244427	OMIM:260000	no	no	success	0.9476
31336280	OMIM:613193	no	no	success	0.9496
17468958	OMIM:618729	no	no	success	0.9354
10806390	OMIM:243310	no	no	success	0.9384
14569140	OMIM:617883	no	no	success	0.9432
37398373	OMIM:613451	no	no	success	0.9266
10542401	OMIM:613758	no	no	success	0.9482
22704808	OMIM:608553	no	no	success	0.917
25607372	OMIM:618724	no	no	success	0.9408
25952723	OMIM:613856	no	no	success	0.9484
20191458	OMIM:219900	no	no	success	0.95
1995349	OMIM:619120	no	no	success	0.9388
13488608	OMIM:248190	no	no	success	0.9468
24490084	OMIM:614916	no	no	success	0.9476
6145143	OMIM:276600	yes	no	success	0.9492
38928079	OMIM:314390	no	no	success	0.95
21970833	OMIM:300896	no	no	success	0.9482
36862119	OMIM:617235	no	no	success	0.9286
18910930	OMIM:600204	no	no	success	0.9418
3160768	OMIM:608971	no	no	success	0.9304
9152133	OMIM:135290	no	yes	success	0.9402
36865480	OMIM:146700	no	yes	success	0.9398
8710782	OMIM:313200	yes	yes	success	0.9402
3728562	OMIM:166210	yes	yes	success	0.9254
869901	OMIM:215700	yes	yes	success	0.9432
3466578	OMIM:308100	no	yes	success	0.941
19428252	OMIM:609286	yes	yes	success	0.9492
34267897	OMIM:163950	yes	yes	success	0.9486
8295400	OMIM:236792	yes	yes	success	0.9372
13799388	OMIM:170390	yes	yes	success	0.9448
19098033	OMIM:153700	no	yes	success	0.9346
16623861	OMIM:237900	no	yes	success	0.9406
20175913	OMIM:166250	no	yes	success	0.9284
2101909	OMIM:266140	no	yes	success	0.944
3924091	OMIM:177000	no	yes	success	0.9068
26190618	OMIM:603471	yes	yes	success	0.9312
29279955	OMIM:265380	yes	yes	success	0.9094
30465868	OMIM:613001	no	yes	success	0.941
26654126	OMIM:611884	no	yes	success	0.9284
29526981	OMIM:274270	yes	yes	success	0.9212
32369810	OMIM:610031	yes	yes	success	0.9266
34247821	OMIM:613566	yes	yes	success	0.9468
19462817	OMIM:242840	yes	yes	success	0.9186
18227405	OMIM:613508	no	yes	success	0.9418
11773436	OMIM:218700	no	yes	success	0.9154
17534828	OMIM:608471	yes	yes	success	0.908
9126659	OMIM:617347	yes	yes	success	0.9446
36308711	OMIM:606690	yes	yes	success	0.9484
3087200	OMIM:300215	no	yes	success	0.943
34350147	OMIM:616005	no	yes	success	0.9388
1727828	OMIM:274700	yes	yes	success	0.9042
12832489	OMIM:609054	no	yes	success	0.9336
34979561	OMIM:617450	no	yes	success	0.941
15852476	OMIM:612691	yes	yes	success	0.9244
7977386	OMIM:609968	no	yes	success	0.9486
21292980	OMIM:174200	no	yes	success	0.9158
7408193	OMIM:274270	yes	yes	success	0.9194
20727427	OMIM:148050	yes	yes	success	0.9108
11043867	OMIM:600496	no	yes	success	0.919
24925720	OMIM:611771	yes	yes	success	0.9424
8275096	OMIM:272460	no	yes	success	0.911
17960564	OMIM:266300	no	yes	success	0.9304
457113	OMIM:190350	yes	yes	success	0.9384
16324202	OMIM:155255	no	yes	success	0.933
29325611	OMIM:208920	no	yes	success	0.9426
6420133	OMIM:203100	no	yes	success	0.9362
26935888	OMIM:128200	no	yes	success	0.9418
13075423	OMIM:300424	yes	yes	success	0.9274
9375849	OMIM:232500	no	yes	success	0.9358
33546848	OMIM:601419	yes	yes	success	0.9468
26295349	OMIM:260300	yes	yes	success	0.9392
37287646	OMIM:613809	no	yes	success	0.9494
32506025	OMIM:611553	yes	yes	success	0.9046
25631097	OMIM:162200	no	yes	success	0.9346
14222800	OMIM:182900	yes	yes	success	0.9182
36314214	OMIM:614388	yes	yes	success	0.9142
10357111	OMIM:606688	yes	yes	success	0.9188
9607207	OMIM:267430	no	yes	success	0.922
9519207	OMIM:613090	yes	yes	success	0.9198
23916860	OMIM:612780	yes	yes	success	0.9304
14560693	OMIM:615604	yes	yes	success	0.922
28781304	OMIM:611762	yes	yes	success	0.9436
21432394	OMIM:620483	no	yes	success	0.924
27756899	OMIM:620029	no	yes	success	0.9372
35894442	OMIM:603965	no	yes	success	0.9386
22174600	OMIM:603471	yes	yes	success	0.9496
12752408	OMIM:607822	yes	yes	success	0.9264
23958593	OMIM:102500	yes	yes	success	0.9106
11326011	OMIM:272800	no	yes	success	0.9492
29604224	OMIM:270550	yes	yes	success	0.9238
14735588	OMIM:271245	yes	yes	success	0.9274
25230061	OMIM:146700	no	yes	success	0.9076
26342331	OMIM:238600	no	yes	success	0.9248
23921927	OMIM:615670	no	yes	success	0.941
35340079	OMIM:179850	yes	yes	success	0.9024
21810984	OMIM:613794	no	yes	success	0.9024
10973135	OMIM:613978	yes	yes	success	0.9438
9851443	OMIM:607822	yes	yes	success	0.9382
12574981	OMIM:600175	yes	yes	success	0.9344
24875811	OMIM:601777	yes	yes	success	0.9434
28637637	OMIM:104290	yes	yes	success	0.9168
15508930	OMIM:159950	no	yes	success	0.9044
20335586	OMIM:213600	yes	yes	success	0.9454
10529204	OMIM:613765	no	yes	success	0.9168
24760680	OMIM:162200	yes	yes	success	0.9362
37661687	OMIM:609889	yes	yes	success	0.9358
25809071	OMIM:266300	no	yes	success	0.9318
15037424	OMIM:615465	yes	yes	success	0.9268
38226287	OMIM:601321	no	yes	success	0.9238
23179633	OMIM:119600	no	yes	success	0.9264
36853451	OMIM:601626	no	yes	success	0.9476
26692286	OMIM:613098	no	yes	success	0.923
17565217	OMIM:104310	no	yes	success	0.9382
11596190	OMIM:608902	no	yes	success	0.9016
22288727	OMIM:615007	no	yes	success	0.9302
38633784	OMIM:607485	no	yes	success	0.9278
16920162	OMIM:614621	no	yes	success	0.9426
34957489	OMIM:608810	yes	yes	success	0.9024
32083589	OMIM:170500	yes	yes	success	0.9172
8465857	OMIM:184095	no	yes	success	0.949
2015694	OMIM:601360	yes	yes	success	0.943
26239182	OMIM:309400	yes	yes	success	0.9312
31704230	OMIM:604393	yes	yes	success	0.9206
7974340	OMIM:217090	no	yes	success	0.9474
14586528	OMIM:220150	yes	yes	success	0.9228
16781789	OMIM:217095	yes	yes	success	0.9132
25012974	OMIM:263700	yes	yes	success	0.9474
16049556	OMIM:609597	yes	yes	success	0.9432
32302043	OMIM:107480	yes	yes	success	0.911
21464574	OMIM:153400	no	yes	success	0.9452
30874362	OMIM:300882	no	yes	success	0.9404
33134088	OMIM:222700	yes	yes	success	0.9362
32963035	OMIM:301500	no	yes	success	0.9248
22935299	OMIM:120100	yes	yes	success	0.9446
21253826	OMIM:255120	yes	yes	success	0.9472
24599576	OMIM:607483	yes	yes	success	0.9116
8881986	OMIM:613843	yes	yes	success	0.9214
16020314	OMIM:200610	yes	yes	success	0.9156
11668623	OMIM:612520	no	yes	success	0.9378
11092391	OMIM:174800	yes	yes	success	0.9256
18587238	OMIM:606889	yes	yes	success	0.9172
22744456	OMIM:193700	no	yes	success	0.9322
1634361	OMIM:141749	no	yes	success	0.9272
33405357	OMIM:605589	yes	yes	success	0.9464
39503931	OMIM:600962	yes	yes	success	0.9378
28916395	OMIM:167200	yes	yes	success	0.9198
2919610	OMIM:188570	yes	yes	success	0.9126
36045113	OMIM:612362	no	yes	success	0.9352
21805831	OMIM:600965	yes	yes	success	0.9474
38946051	OMIM:603903	no	yes	success	0.9432
2031439	OMIM:274500	yes	yes	success	0.9006
20522568	OMIM:278800	yes	yes	success	0.9238
8888978	OMIM:144010	yes	yes	success	0.9224
23891851	OMIM:145980	yes	yes	success	0.938
11740142	OMIM:218030	no	yes	success	0.9242
8103420	OMIM:180200	no	yes	success	0.925
9778273	OMIM:272120	yes	yes	success	0.9108
36481506	OMIM:607450	yes	yes	success	0.9422
39482536	OMIM:614369	yes	yes	success	0.9466
20883258	OMIM:313900	yes	yes	success	0.9152
21403579	OMIM:203450	yes	yes	success	0.9058
24075303	OMIM:300322	yes	yes	success	0.9294
38876475	OMIM:247100	yes	yes	success	0.9268
33552644	OMIM:252900	yes	yes	success	0.922
26872607	OMIM:604393	yes	yes	success	0.9046
20960161	OMIM:612463	yes	yes	success	0.9154
10942429	OMIM:609579	no	yes	success	0.923
8320828	OMIM:115196	no	yes	success	0.9466
9213170	OMIM:611588	yes	yes	success	0.9178
32597026	OMIM:613670	no	yes	success	0.9462
33651170	OMIM:608567	yes	yes	success	0.9242
21092520	OMIM:237900	no	yes	success	0.9326
27856506	OMIM:614165	yes	yes	success	0.9376
20450755	OMIM:610600	no	yes	success	0.9078
11150582	OMIM:301071	no	yes	success	0.9302
9493569	OMIM:619267	yes	yes	success	0.934
23468103	OMIM:614172	yes	yes	success	0.9176
15120823	OMIM:609620	yes	yes	success	0.9258
11897640	OMIM:211400	yes	yes	success	0.9328
5456798	OMIM:206200	no	yes	success	0.9498
3097057	OMIM:615999	yes	yes	success	0.9492
14617007	OMIM:605724	no	yes	success	0.9386
7655464	OMIM:151623	no	yes	success	0.9404
34283821	OMIM:615878	yes	yes	success	0.9384
22628217	OMIM:271150	yes	yes	success	0.9424
28927163	OMIM:156510	no	yes	success	0.938
25201972	OMIM:619073	no	yes	success	0.9492
28792153	OMIM:253400	yes	yes	success	0.919
118616	OMIM:234000	yes	yes	success	0.9238
31804371	OMIM:277900	no	yes	success	0.9178
12161516	OMIM:601813	no	yes	success	0.9292
23829793	OMIM:147891	no	yes	success	0.925
11592823	OMIM:230400	no	yes	success	0.9418
19360696	OMIM:614350	no	yes	success	0.9434
20447239	OMIM:300908	no	yes	success	0.9288
33633681	OMIM:600496	no	yes	success	0.943
9175733	OMIM:618388	yes	yes	success	0.9248
3234633	OMIM:246200	yes	yes	success	0.9136
27930557	OMIM:118220	yes	yes	success	0.9422
28561176	OMIM:200610	no	yes	success	0.9294
24055370	OMIM:613027	yes	yes	success	0.9178
7726164	OMIM:136880	yes	yes	success	0.9224
3828976	OMIM:605041	no	yes	success	0.9106
35968177	OMIM:204650	yes	yes	success	0.9486
15754734	OMIM:612370	no	yes	success	0.902
27344554	OMIM:227600	no	yes	success	0.923
20209858	OMIM:133540	yes	yes	success	0.9392
21970694	OMIM:614305	no	yes	success	0.9402
17660582	OMIM:277900	yes	yes	success	0.9322
36949728	OMIM:606069	yes	yes	success	0.933
23295286	OMIM:609975	yes	yes	success	0.935
6289269	OMIM:616000	no	yes	success	0.9402
29331873	OMIM:620315	yes	yes	success	0.9244
6256840	OMIM:113300	yes	yes	success	0.9398
19922437	OMIM:614521	no	yes	success	0.949
6998410	OMIM:609814	yes	yes	success	0.9344
34525271	OMIM:307800	yes	yes	success	0.9326
34132911	OMIM:618113	yes	yes	success	0.9482
10932276	OMIM:123400	yes	yes	success	0.9178
4061495	OMIM:233300	yes	yes	success	0.95
4477178	OMIM:203800	yes	yes	success	0.9328
11095480	OMIM:610489	yes	yes	success	0.935
8445612	OMIM:193300	no	yes	success	0.9336
35543077	OMIM:172800	yes	yes	success	0.923
26419464	OMIM:167400	no	yes	success	0.913
29651749	OMIM:603471	yes	yes	success	0.9122
15107922	OMIM:306400	yes	yes	success	0.9454
18049123	OMIM:615878	no	yes	success	0.9294
8823597	OMIM:613105	yes	yes	success	0.9294
35003082	OMIM:614172	no	yes	success	0.9272
10938265	OMIM:613266	no	yes	success	0.9048
35625914	OMIM:615947	no	yes	success	0.9414
27627571	OMIM:176100	no	yes	success	0.926
14695997	OMIM:606593	no	yes	success	0.9038
17420831	OMIM:300376	yes	yes	success	0.9436
32579498	OMIM:613694	yes	yes	success	0.937
6864902	OMIM:238320	yes	yes	success	0.9054
26626785	OMIM:613690	yes	yes	success	0.919
9640611	OMIM:603902	yes	yes	success	0.9438
18430534	OMIM:614643	yes	yes	success	0.9424
16414076	OMIM:611431	yes	yes	success	0.93
30858516	OMIM:620504	no	yes	success	0.9214
19135620	OMIM:604377	no	yes	success	0.9002
25747005	OMIM:300718	yes	yes	success	0.9478
23619522	OMIM:610600	no	yes	success	0.907
36987449	OMIM:607634	yes	yes	success	0.9424
7977383	OMIM:615290	no	yes	success	0.9458
12142727	OMIM:609535	no	yes	success	0.9248
11214689	OMIM:608361	yes	yes	success	0.9098
13975957	OMIM:229600	yes	yes	success	0.9424
18388212	OMIM:203450	yes	yes	success	0.9486
22206064	OMIM:616329	no	yes	success	0.906
37457373	OMIM:614065	no	yes	success	0.9392
31054363	OMIM:102200	no	yes	success	0.9094
17452581	OMIM:232500	yes	yes	success	0.905
16517732	OMIM:620880	no	yes	success	0.9346
25077094	OMIM:261550	yes	yes	success	0.9384
31958497	OMIM:151210	yes	yes	success	0.9418
2995818	OMIM:130650	no	yes	success	0.9388
3440446	OMIM:603471	yes	yes	success	0.919
15780078	OMIM:613095	no	yes	success	0.9256
19530960	OMIM:274270	no	yes	success	0.9452
39319208	OMIM:614820	yes	yes	success	0.9406
6268573	OMIM:229600	no	yes	success	0.9254
6985471	OMIM:234000	yes	yes	success	0.9366
27911332	OMIM:253400	yes	yes	success	0.914
12595850	OMIM:613172	yes	yes	success	0.9248
37395973	OMIM:243700	yes	yes	success	0.9116
4062509	OMIM:609536	yes	yes	success	0.9442
23337932	OMIM:175200	no	yes	success	0.9138
8390325	OMIM:603034	yes	yes	success	0.94
18075263	OMIM:611603	no	yes	success	0.921
27260836	OMIM:172700	no	yes	success	0.9418
31492577	OMIM:243000	no	yes	success	0.9204
26683645	OMIM:608885	yes	yes	success	0.9478
19338676	OMIM:614350	no	yes	success	0.9392
32693412	OMIM:601820	no	yes	success	0.9348
25210767	OMIM:202010	no	yes	success	0.9492
14518676	OMIM:170500	yes	yes	success	0.9306
39113367	OMIM:617284	yes	yes	success	0.948
38450831	OMIM:607822	no	yes	success	0.9378
27179218	OMIM:155255	yes	yes	success	0.9436
10759295	OMIM:248600	no	yes	success	0.9372
20622307	OMIM:613090	no	yes	success	0.944
38749530	OMIM:611040	yes	yes	success	0.9122
1416543	OMIM:253250	yes	yes	success	0.9476
8101987	OMIM:613660	yes	yes	success	0.9136
22811935	OMIM:614096	yes	yes	success	0.9498
16488577	OMIM:309400	no	yes	success	0.918
15248825	OMIM:103900	yes	yes	success	0.9198
8392982	OMIM:619868	no	yes	success	0.9458
17337483	OMIM:609524	yes	yes	success	0.921
36248708	OMIM:300908	no	yes	success	0.9448
7377161	OMIM:265380	yes	yes	success	0.9106
354376	OMIM:182900	yes	yes	success	0.9102
34900222	OMIM:265450	yes	yes	success	0.9366
22336941	OMIM:615726	no	yes	success	0.943
2738900	OMIM:614185	yes	yes	success	0.9192
16092090	OMIM:607485	no	yes	success	0.9408
16417222	OMIM:606574	no	yes	success	0.9412
16207184	OMIM:601606	yes	yes	success	0.9128
11851840	OMIM:232500	yes	yes	success	0.93
30779484	OMIM:268100	no	yes	success	0.9464
7673389	OMIM:618343	no	yes	success	0.937
12510983	OMIM:300582	yes	yes	success	0.9074
26148667	OMIM:603829	yes	yes	success	0.9136
12563685	OMIM:617321	no	yes	success	0.947
6486739	OMIM:615034	yes	yes	success	0.9318
6438391	OMIM:237300	yes	yes	success	0.9234
26137347	OMIM:616044	yes	yes	success	0.9002
34796413	OMIM:259900	yes	yes	success	0.925
3864567	OMIM:308100	no	yes	success	0.9478
15329520	OMIM:608189	no	yes	success	0.9036
11245577	OMIM:618353	no	yes	success	0.946
14745065	OMIM:615030	no	yes	success	0.95
11322369	OMIM:614748	yes	yes	success	0.9468
20924075	OMIM:617883	yes	yes	success	0.944
1770775	OMIM:276600	yes	yes	success	0.9376
24524732	OMIM:300896	no	yes	success	0.9462
37712079	OMIM:620607	no	yes	success	0.9042
9973294	OMIM:182601	yes	yes	success	0.9436
33013830	OMIM:243150	no	yes	success	0.9416
1683521	OMIM:261600	yes	yes	success	0.937
31986066	OMIM:125350	no	yes	success	0.9486
3587641	OMIM:182600	yes	yes	success	0.914
8577753	OMIM:617193	no	yes	success	0.9472
25858704	OMIM:615075	yes	yes	success	0.9454
34238052	OMIM:154780	yes	yes	success	0.942
16702965	OMIM:609165	no	yes	success	0.9498
3049731	OMIM:130010	yes	yes	success	0.9468
6962181	OMIM:261750	yes	yes	success	0.9272
35321509	OMIM:620607	yes	yes	success	0.9288
1350519	OMIM:261600	no	yes	success	0.9208
11054133	OMIM:128101	no	yes	success	0.9426
38818554	OMIM:261600	yes	yes	success	0.9168
21504505	OMIM:300476	yes	yes	success	0.9398
9215768	OMIM:248700	yes	yes	success	0.9272
12376748	OMIM:254300	yes	yes	success	0.9392
38136976	OMIM:602541	yes	yes	success	0.9366
21799032	OMIM:617883	no	yes	success	0.9074
17021582	OMIM:259420	yes	yes	success	0.944
38662103	OMIM:610202	no	yes	success	0.941
1618792	OMIM:259420	yes	yes	success	0.9164
21510009	OMIM:616592	yes	yes	success	0.9338
15136694	OMIM:614483	yes	yes	success	0.947
10970261	OMIM:609508	yes	yes	success	0.941
36861347	OMIM:600919	no	yes	success	0.948
25285079	OMIM:104500	no	yes	success	0.925
7251821	OMIM:614028	yes	yes	success	0.9488
31075689	OMIM:616366	yes	yes	success	0.9398
38279093	OMIM:248190	no	yes	success	0.9422
37602038	OMIM:237450	yes	yes	success	0.9464
26748532	OMIM:614483	no	yes	success	0.9342
36104584	OMIM:261600	no	yes	success	0.9436
31317679	OMIM:617883	no	yes	success	0.9492
11244233	OMIM:619786	yes	yes	success	0.9362
36077049	OMIM:612577	no	yes	success	0.949
23233086	OMIM:182600	yes	yes	success	0.946
36777706	OMIM:616268	yes	yes	success	0.9496
26252291	OMIM:260000	yes	yes	success	0.939
15192831	OMIM:261600	no	yes	success	0.902
21827906	OMIM:613477	yes	yes	success	0.9418
38817201	OMIM:616267	yes	yes	success	0.9366
10999782	OMIM:615961	yes	yes	success	0.9484
36561383	OMIM:613451	yes	yes	success	0.933
22079330	OMIM:614748	no	yes	success	0.9446
22323480	OMIM:617158	no	yes	success	0.9422
23956565	OMIM:254300	yes	yes	success	0.9448
36718298	OMIM:260000	no	yes	success	0.9374
11400788	OMIM:261600	yes	yes	success	0.9288
22401796	OMIM:604116	yes	yes	success	0.9428
12930688	OMIM:613244	yes	yes	success	0.9498
9843206	OMIM:233420	no	yes	success	0.9268
16959509	OMIM:254300	yes	yes	success	0.935
25955497	OMIM:614748	no	yes	success	0.9494
32681751	OMIM:601110	yes	yes	success	0.9462
32183776	OMIM:617121	yes	yes	success	0.9466
22258272	OMIM:612281	yes	yes	success	0.9448
24805874	OMIM:303400	no	yes	success	0.95
34502457	OMIM:620542	no	yes	success	0.9462
37790742	OMIM:618019	yes	yes	success	0.9462
8629810	OMIM:600132	no	yes	success	0.9186
3955867	OMIM:614813	yes	yes	success	0.9486
34654610	OMIM:613152	yes	yes	success	0.9434
11807980	OMIM:617883	yes	yes	success	0.9498
21654159	OMIM:154780	yes	yes	success	0.9466
12121355	OMIM:616697	yes	yes	success	0.9482
25598853	OMIM:609508	yes	yes	success	0.9222
2657367	OMIM:104500	yes	yes	success	0.9252
26610632	OMIM:613451	yes	yes	success	0.9474
23601806	OMIM:278740	no	yes	success	0.9438
3223107	OMIM:219900	yes	yes	success	0.9468
30758498	OMIM:600919	no	yes	success	0.9416
11003693	OMIM:616267	no	yes	success	0.9446
39304850	OMIM:620607	yes	yes	success	0.9104
17605047	OMIM:182600	yes	yes	success	0.9488
10583163	OMIM:619786	yes	yes	success	0.9452
37821536	OMIM:617235	yes	yes	success	0.932
1622524	OMIM:614559	yes	yes	success	0.9432
9185178	OMIM:612073	yes	yes	success	0.9482
37936555	OMIM:615355	yes	yes	success	0.945
2133168	OMIM:606003	yes	yes	success	0.9466
37950522	OMIM:608971	yes	yes	success	0.941
36675424	OMIM:616697	yes	yes	success	0.9344
9618065	OMIM:610250	yes	yes	success	0.938
10854090	OMIM:248700	yes	yes	success	0.9462
28958970	OMIM:615399	yes	yes	success	0.9494
18543222	OMIM:182600	yes	yes	success	0.9332
18753662	OMIM:608540	no	yes	success	0.9424
22909776	OMIM:616268	yes	yes	success	0.9332
26851658	OMIM:600881	yes	yes	success	0.9468
14632187	OMIM:619786	no	yes	success	0.9434
33318085	OMIM:604173	yes	yes	success	0.9458
16407265	OMIM:619120	no	yes	success	0.9256
28463998	OMIM:614559	yes	yes	success	0.9336
16586257	OMIM:128101	no	yes	success	0.9466
9230832	OMIM:126600	yes	yes	success	0.9484
8950681	OMIM:259420	yes	yes	success	0.9416
37054973	OMIM:616938	no	yes	success	0.9402
27331012	OMIM:606003	yes	yes	success	0.9436
17317786	OMIM:609508	no	yes	success	0.9322
22611635	OMIM:615381	yes	yes	success	0.938
37501674	OMIM:618019	no	yes	success	0.9434
10507729	OMIM:617123	yes	yes	success	0.9298
30534251	OMIM:616914	yes	yes	success	0.9172
1358979	OMIM:245660	yes	yes	success	0.9476
10612489	OMIM:620312	no	yes	success	0.9438
33189937	OMIM:225320	yes	yes	success	0.9428
10564879	OMIM:613451	yes	yes	success	0.9314
31486839	OMIM:617781	yes	yes	success	0.9356
2319588	OMIM:616914	no	yes	success	0.9228
17952692	OMIM:613152	yes	yes	success	0.9294
9129237	OMIM:610968	yes	yes	success	0.9338
19723508	OMIM:129500	yes	yes	success	0.9448
20067920	OMIM:104500	no	yes	success	0.9402
29868001	OMIM:243150	no	yes	success	0.932
22212252	OMIM:233420	yes	yes	success	0.9444
36588753	OMIM:616592	yes	yes	success	0.9462
26574668	OMIM:613152	no	yes	success	0.9382
17308087	OMIM:617883	no	yes	success	0.9026
8473506	OMIM:614028	yes	yes	success	0.9498
29174370	OMIM:612281	no	yes	success	0.9476
36447672	OMIM:225320	yes	yes	success	0.9458
18498245	OMIM:606003	yes	yes	success	0.941
32470793	OMIM:617577	yes	yes	success	0.9398
30276836	OMIM:614940	yes	yes	success	0.9436
25729264	OMIM:616914	yes	yes	success	0.9324
33506509	OMIM:614039	yes	yes	success	0.9474
2215359	OMIM:259420	yes	yes	success	0.9156
29323667	OMIM:614563	no	yes	success	0.9394
35864621	OMIM:604121	yes	yes	success	0.9468
16222667	OMIM:129500	yes	yes	success	0.9478
38137041	OMIM:261750	yes	yes	success	0.9456
36176665	OMIM:615008	no	yes	success	0.9492
8954063	OMIM:233420	yes	yes	success	0.9476
28874875	OMIM:613829	no	yes	success	0.9394
6860611	OMIM:612674	no	yes	success	0.9458
21158017	OMIM:612577	yes	yes	success	0.9406
37587475	OMIM:276904	yes	yes	success	0.9296
12567407	OMIM:182600	yes	yes	success	0.9208
38301322	OMIM:614409	yes	yes	success	0.9322
30384382	OMIM:128101	yes	yes	success	0.9482
23695280	OMIM:615075	yes	yes	success	0.9414
15353005	OMIM:617883	yes	yes	success	0.9174
29321782	OMIM:614809	yes	yes	success	0.9498
9115962	OMIM:617883	yes	yes	success	0.9086
8281142	OMIM:617883	yes	yes	success	0.9022
8629090	OMIM:261600	no	yes	success	0.9474
10665666	OMIM:254300	yes	yes	success	0.9432
19816039	OMIM:219900	no	yes	success	0.9442
2782030	OMIM:602541	yes	yes	success	0.9494
10925387	OMIM:154780	yes	yes	success	0.9278
24319100	OMIM:219750	no	yes	success	0.9446
24996980	OMIM:243150	yes	yes	success	0.9362
37982325	OMIM:609508	yes	yes	success	0.9242
15895561	OMIM:604121	yes	yes	success	0.929
34048432	OMIM:618724	no	yes	success	0.9302
22768875	OMIM:300968	yes	yes	success	0.9472
23160729	OMIM:617073	no	yes	success	0.9472
36323979	OMIM:604121	yes	yes	success	0.9458
26452761	OMIM:612577	yes	yes	success	0.9448
37746462	OMIM:276904	yes	yes	success	0.9352
21892159	OMIM:608971	no	yes	success	0.9438
7519838	OMIM:609165	yes	yes	success	0.9414
32170608	OMIM:133190	yes	yes	success	0.9446
31055572	OMIM:300758	yes	yes	success	0.9416
23800770	OMIM:610623	no	yes	success	0.9478
5312373	OMIM:613856	yes	yes	success	0.9494
22670894	OMIM:617073	yes	yes	success	0.9424
28916811	OMIM:619120	yes	yes	success	0.9476
14732628	OMIM:604360	yes	yes	success	0.9154
32677746	OMIM:300896	no	yes	success	0.9424
39184349	OMIM:614748	yes	yes	success	0.9478
11941488	OMIM:613451	yes	yes	success	0.9302
17387268	OMIM:300514	no	yes	success	0.9488
35707587	OMIM:615381	yes	yes	success	0.9334
7766952	OMIM:261600	no	yes	success	0.9428
538129	OMIM:128101	no	yes	success	0.9408
26607574	OMIM:104500	no	yes	success	0.9328
38417439	OMIM:617883	no	yes	success	0.9368
1877612	OMIM:248700	yes	yes	success	0.919
8382269	OMIM:182601	yes	yes	success	0.9448
6439039	OMIM:613451	yes	yes	success	0.9426
8867076	OMIM:608553	yes	yes	success	0.936
7521372	OMIM:609165	no	yes	success	0.9228
15887274	OMIM:612285	yes	yes	success	0.9414
33931933	OMIM:618484	yes	yes	success	0.9094
37712069	OMIM:618826	no	yes	success	0.945
21693480	OMIM:245660	yes	yes	success	0.941
17376154	OMIM:619814	no	yes	success	0.9434
31812852	OMIM:614409	yes	yes	success	0.941
10468513	OMIM:614409	yes	yes	success	0.9368
24301059	OMIM:620542	yes	yes	success	0.948
23640091	OMIM:129500	yes	yes	success	0.9446
11990454	OMIM:233420	yes	yes	success	0.9442
2674234	OMIM:104500	yes	yes	success	0.9282
2662909	OMIM:610968	yes	yes	success	0.9228
30816908	OMIM:129500	yes	yes	success	0.9368
26847086	OMIM:603511	yes	yes	success	0.938
21979053	OMIM:617158	yes	yes	success	0.9216
16157206	OMIM:104500	yes	yes	success	0.9274
35605965	OMIM:618484	yes	yes	success	0.9268
9134127	OMIM:104500	no	yes	success	0.9498
9213050	OMIM:182600	yes	yes	success	0.934
7211837	OMIM:616697	yes	yes	success	0.9488
10733239	OMIM:617883	yes	yes	success	0.932
19099685	OMIM:261600	no	yes	success	0.9138
27746867	OMIM:245660	yes	yes	success	0.9256
9099656	OMIM:617883	no	yes	success	0.9104
8533763	OMIM:602535	yes	yes	success	0.9382
7772477	OMIM:619786	no	yes	success	0.9202
31961321	OMIM:617235	no	yes	success	0.9264
17922147	OMIM:615710	no	yes	success	0.945
1519938	OMIM:278740	yes	yes	success	0.9472
25246302	OMIM:271980	yes	yes	success	0.9296
8614538	OMIM:614436	yes	yes	success	0.9466
25041233	OMIM:615075	no	yes	success	0.9228
23833556	OMIM:168600	no	yes	success	0.9498
6662906	OMIM:613451	no	yes	success	0.9298
15723329	OMIM:128101	yes	yes	success	0.95
15702412	OMIM:276600	yes	yes	success	0.9374
18364116	OMIM:616586	yes	yes	success	0.9446
9326321	OMIM:614751	yes	yes	success	0.9376
34510040	OMIM:300758	yes	yes	success	0.9494
34841073	OMIM:276600	yes	yes	success	0.9372
31730496	OMIM:612529	yes	yes	success	0.95
7081292	OMIM:248700	yes	yes	success	0.943
19429592	OMIM:600132	yes	yes	success	0.9306
17703256	OMIM:613255	yes	yes	success	0.9492
23910200	OMIM:125350	yes	yes	success	0.9438
25071724	OMIM:610628	no	yes	success	0.947
25304743	OMIM:616914	yes	yes	success	0.9028
445863	OMIM:300758	yes	yes	success	0.9492
33029571	OMIM:609254	yes	yes	success	0.9486
