query_id	entrez_gene_id	gene_symbol_norm
loo_23326178_6	5589	PRKCSH
loo_23326252_0	81839	VANGL1
loo_23327820_0	8086	AAAS
loo_23329266_1	4292	MLH1
loo_23331_1	6898	TAT
loo_23332920_1	6786	STIM1
loo_23332920_3	6786	STIM1
loo_23332920_4	6786	STIM1
loo_23332920_5	6786	STIM1
loo_23334809_4	4221	MEN1
loo_23334910_4	6392	SDHD
loo_23334910_6	7428	VHL
loo_23334910_7	4763	NF1
loo_23335371_0	7450	VWF
loo_23335371_4	7450	VWF
loo_23335482_5	55777	MBD5
loo_23335590_0	1947	EFNB1
loo_23335590_2	1947	EFNB1
loo_23336574_1	7253	TSHR
loo_23337961_2	348938	NIPAL4
loo_23337961_5	10999	FATP4
loo_23337974_1	5034	P4HB
loo_23338790_0	7466	WFS1
loo_23340081_2	6513	SLC2A1
loo_23340516_9	1756	DMD
loo_23340516_14	1756	DMD
loo_23340767_2	286262	TPRN
loo_23340961_0	3043	HBB
loo_2334206_2	3043	HBB
loo_23342815_1	64127	NOD2
loo_23343562_1	57465	TBC1D24
loo_23344743_4	773	CACNA1A
loo_2334637_0	2165	F13B
loo_2334637_4	2165	F13B
loo_2334641_0	3043	HBB
loo_23347029_0	3757	KCNH2
loo_23347225_4	5354	PLP1
loo_23347225_7	5354	PLP1
loo_23347225_14	5354	PLP1
loo_23349334_3	4868	NPHS1
loo_23349517_0	2731	GLDC
loo_23349759_3	84634	KISS1R
loo_23351689_1	64802	NMNAT1
loo_23352976_1	361	AQP4
loo_23354436_2	6938	TCF12
loo_23355534_1	7450	VWF
loo_23355534_4	7450	VWF
loo_23358198_0	2153	F5
loo_23358198_7	5624	PROC
loo_23360469_3	6326	SCN2A
loo_23360469_6	112476	PRRT2
loo_23360744_3	359	AQP2
loo_23360744_6	359	AQP2
loo_23361065_5	7846	TUBA1A
loo_23362848_4	54714	CNGB3
loo_23362850_3	23418	CRB1
loo_23363055_1	6311	ATXN2
loo_23363473_0	6571	SLC18A2
loo_23363473_1	6571	SLC18A2
loo_23364466_1	2235	FECH
loo_23364466_5	2235	FECH
loo_23365097_4	2068	XPD
loo_23365097_5	7508	XPC
loo_23365102_2	4633	MYL2
loo_23365102_3	4633	MYL2
loo_23365102_6	4633	MYL2
loo_233699_1	6609	SMPD1
loo_233699_2	6609	SMPD1
loo_233699_3	6609	SMPD1
loo_23373429_0	7466	WFS1
loo_23374456_0	1281	COL3A1
loo_23374900_1	1785	DNM2
loo_23376323_1	4595	MUTYH
loo_23377182_1	6605	SMARCE1
loo_23378127_3	6736	SRY
loo_23378127_5	6736	SRY
loo_23378127_6	6736	SRY
loo_23378224_2	7169	TPM2
loo_23378224_5	7169	TPM2
loo_23379544_2	6584	SLC22A5
loo_23379654_0	7248	TSC1
loo_23380608_1	6736	SRY
loo_23381770_0	9927	MFN2
loo_23381770_1	9927	MFN2
loo_23382499_2	3753	KCNE1
loo_23383098_7	4647	MYO7A
loo_23384201_1	2645	GCK
loo_23384228_0	7428	VHL
loo_23384681_2	3718	JAK3
loo_23384855_2	1019	CDK4
loo_23385134_3	5172	SLC26A4
loo_23385444_0	4292	MLH1
loo_23385444_1	4436	MSH2
loo_23385444_2	2956	MSH6
loo_23387428_0	4976	OPA1
loo_23388215_0	801	CALM1
loo_23389780_1	6622	SNCA
loo_23389921_0	6310	ATXN1
loo_23389921_1	6311	ATXN2
loo_23392099_1	2692	GHRHR
loo_23392100_4	6777	STAT5B
loo_23392100_8	6777	STAT5B
loo_23392102_6	3479	IGF1
loo_23392294_1	4893	NRAS
loo_23394783_9	1785	DNM2
loo_23394849_1	4854	NOTCH3
loo_23395477_1	83938	C10ORF11
loo_23395478_0	9968	MED12
loo_23395770_0	3040	HBA2
loo_23398550_0	6323	SCN1A
loo_23399824_2	3265	HRAS
loo_23400946_2	4204	MECP2
loo_23401021_1	7072	TIA1
loo_23401257_0	158326	FREM1
loo_23401296_2	5071	PARK2
loo_23401352_0	60529	ALX4
loo_23401410_2	2588	GALNS
loo_23401428_1	2317	FLNB
loo_23401503_2	291	SLC25A4
loo_23403252_5	7490	WT1
loo_23403368_4	6331	SCN5A
loo_23404334_6	85365	ALG2
loo_23404372_2	6622	SNCA
loo_23405946_0	8517	IKBKG
loo_23407133_0	2294	FOXF1
loo_23407919_1	7428	VHL
loo_23407919_7	4763	NF1
loo_23414621_1	4128	MAOA
loo_23415802_7	570	BAAT
loo_23416519_4	492	ATP2B3
loo_23418310_1	2034	EPAS1
loo_23419472_0	215	ABCD1
loo_23419472_2	215	ABCD1
loo_23420520_0	22930	RAB3GAP1
loo_23420612_0	613	BCR
loo_23420653_0	79147	FKRP
loo_23421866_6	4204	MECP2
loo_23421866_7	4204	MECP2
loo_23421866_10	4204	MECP2
loo_23421920_10	114548	NLRP3
loo_23422940_1	55777	MBD5
loo_23423671_1	80704	SLC19A3
loo_23425204_10	3043	HBB
loo_23425300_4	5573	PRKAR1A
loo_23426477_0	9051	PSTPIP1
loo_23426615_0	7038	TG
loo_23426615_7	50506	DUOX2
loo_23426615_8	7253	TSHR
loo_23426949_2	7450	VWF
loo_23428504_8	2978	GUCA1A
loo_23428889_0	26525	IL36RN
loo_23428889_1	26525	IL36RN
loo_23428961_0	5308	PITX2
loo_23429430_0	3265	HRAS
loo_23429430_2	3265	HRAS
loo_23429430_4	3265	HRAS
loo_23430493_10	2548	GAA
loo_23430515_2	29929	ALG6
loo_23430521_0	4552	MTRR
loo_23430795_1	4728	NDUFS8
loo_23430807_0	5053	PAH
loo_23430833_0	445	ASS1
loo_23430836_0	2184	FAH
loo_23430857_0	3030	HADHA
loo_23430857_3	3030	HADHA
loo_23430864_0	7915	ALDH5A1
loo_23430869_0	6584	SLC22A5
loo_23430883_0	4204	MECP2
loo_23430883_12	4204	MECP2
loo_23430947_5	4143	MAT1A
loo_23430950_1	37	ACADVL
loo_23434115_11	87	ACTN1
loo_23434161_0	7428	VHL
loo_23435409_3	203228	C9ORF72
loo_23437264_7	203228	C9ORF72
loo_23437264_8	203228	C9ORF72
loo_23437264_10	203228	C9ORF72
loo_23438842_0	80208	SPG11
loo_23439951_2	5310	PKD1
loo_23443018_0	25814	ATXN10
loo_23443020_1	9968	MED12
loo_23443021_0	4703	NEB
loo_23443022_4	80208	SPG11
loo_23443024_4	24	ABCA4
loo_23443030_1	9132	KCNQ4
loo_23443030_2	9132	KCNQ4
loo_23443263_1	2245	FGD1
loo_23443294_0	5624	PROC
loo_23443412_9	1186	CLCN7
loo_23444230_0	2200	FBN1
loo_23446633_0	9217	VAPB
loo_23446990_0	8647	ABCB11
loo_23447684_2	7100	TLR5
loo_23448244_1	79719	AAGAB
loo_23448551_8	6513	SLC2A1
loo_23449625_10	2774	GNAL
loo_23449775_1	9570	GOSR2
loo_23453470_1	7040	TGFB1
loo_23453514_0	6247	RS1
loo_23453514_4	6247	RS1
loo_23453667_0	148789	B3GALNT2
loo_23454484_2	10560	SLC19A2
loo_23454484_3	10560	SLC19A2
loo_23455751_1	7045	TGFBI
loo_23456229_0	2273	FHL1
loo_23456229_1	2273	FHL1
loo_23456260_1	54332	GDAP1
loo_23457019_0	6622	SNCA
loo_23460734_2	1756	DMD
loo_23461281_2	3075	CFH
loo_23461592_0	7132	TNFRSF1A
loo_23461686_5	3691	ITGB4
loo_23461724_0	4205	MEF2A
loo_23461807_2	5979	RET
loo_23462291_1	200205	IBA57
loo_23462670_4	7276	TTR
loo_23463024_5	2896	GRN
loo_23463730_0	23314	SATB2
loo_23463871_1	203228	C9ORF72
loo_2346522_0	1280	COL2A1
loo_2346522_4	1280	COL2A1
loo_23465844_1	4854	NOTCH3
loo_23466002_0	3110	HLXB9
loo_23466821_5	121512	FGD4
loo_23467562_0	5160	PDHA1
loo_23467562_10	5160	PDHA1
loo_23467562_14	8050	PDHX
loo_23467620_2	2157	F8
loo_23467775_0	4068	SH2D1A
loo_23468644_0	54757	FAM20A
loo_23469187_2	2706	GJB2
loo_23471332_0	5077	PAX3
loo_23472096_1	2717	GLA
loo_23474776_0	23530	NNT
loo_23477994_10	1767	DNAH5
loo_23478172_0	4625	MYH7
loo_2347891_4	2688	GH1
loo_2347891_6	2688	GH1
loo_23479189_4	675	BRCA2
loo_23480690_4	2555	GABRA2
loo_23480690_5	2555	GABRA2
loo_23483706_2	51062	ATL1
loo_23483711_1	5395	PMS2
loo_23483711_4	5395	PMS2
loo_23483711_7	4436	MSH2
loo_23484096_0	4436	MSH2
loo_2348470_0	472	ATM
loo_23486545_1	23259	DDHD2
loo_23489355_2	1203	CLN5
loo_23492911_1	2157	F8
loo_23493432_0	6392	SDHD
loo_2349482_0	1287	COL4A5
loo_23495136_11	7337	UBE3A
loo_23495136_13	7337	UBE3A
loo_23496044_0	3691	ITGB4
loo_23496044_7	3655	ITGA6
loo_23498308_3	50943	FOXP3
loo_23499309_1	7471	WNT1
loo_23499309_4	7471	WNT1
loo_23499309_7	7471	WNT1
loo_23499310_0	7471	WNT1
loo_23499310_3	7471	WNT1
loo_2349937_0	229	ALDOB
loo_23499752_0	123263	MTFMT
loo_23502138_0	3479	IGF1
loo_23502138_3	6777	STAT5B
loo_23502138_4	3483	IGFALS
loo_23503914_5	2706	GJB2
loo_23504527_1	2294	FOXF1
loo_23505181_7	79068	FTO
loo_23505181_11	4160	MC4R
loo_23505238_1	4210	MEFV
loo_23505263_1	1816	DRD5
loo_23505306_5	57096	RPGRIP1
loo_23506231_1	71	ACTG1
loo_23507172_0	178	AGL
loo_23509104_5	6578	SLCO2A1
loo_23509889_0	472	ATM
loo_23509891_7	34	ACADM
loo_23510002_4	3664	IRF6
loo_23510002_10	3664	IRF6
loo_23510778_2	3949	LDLR
loo_23512077_1	6392	SDHD
loo_23513057_4	668	FOXL2
loo_23514108_1	7273	TTN
loo_23514108_2	7273	TTN
loo_23518830_0	5624	PROC
loo_23522931_0	23400	ATP13A2
loo_23523376_10	5172	SLC26A4
loo_23525783_0	55172	KTU
loo_23526466_0	55636	CHD7
loo_23527737_1	5265	SERPINA1
loo_23527737_4	5265	SERPINA1
loo_23528209_0	26154	ABCA12
loo_23532514_2	54902	TTC19
loo_23532514_3	54902	TTC19
loo_23532938_0	1717	DHCR7
loo_23532954_4	2263	FGFR2
loo_23533844_0	123016	TTC8
loo_23534868_1	387715	ARMS2
loo_23534868_3	3075	CFH
loo_23534974_1	6772	STAT1
loo_23535966_5	7466	WFS1
loo_23537987_0	348	APOE
loo_23538362_0	149461	CLDN19
loo_23538635_1	285440	CYP4V2
loo_23538635_7	285440	CYP4V2
loo_23542701_2	9681	DEPDC5
loo_23542701_5	9681	DEPDC5
loo_23543093_1	3043	HBB
loo_2354547_1	2332	FMR1
loo_2354547_5	2332	FMR1
loo_23546304_0	5621	PRNP
loo_23546887_4	23435	TARDBP
loo_23551045_0	4149	MAX
loo_23551149_9	2243	FGA
loo_23551881_1	3172	HNF4A
loo_23552978_0	4210	MEFV
loo_23553477_0	80224	NUBPL
loo_23554981_2	585	BBS4
loo_23555086_0	4292	MLH1
loo_23558725_0	4771	NF2
loo_23559313_0	410	ARSA
loo_23560544_6	2523	FUT1
loo_23561848_2	6576	SLC25A1
loo_23561848_8	6576	SLC25A1
loo_23561848_11	6576	SLC25A1
loo_23562557_0	64127	NOD2
loo_23562761_1	4723	NDUFV1
loo_23564332_1	51010	EXOSC3
loo_23566044_1	5080	PAX6
loo_23566282_0	23064	SETX
loo_23566828_0	4653	MYOC
loo_23566849_2	79158	GNPTAB
loo_23566849_5	79158	GNPTAB
loo_23568436_6	5350	PLN
loo_23570448_0	10157	AASS
loo_23570448_4	10157	AASS
loo_23570880_6	1589	CYP21A2
loo_23571469_4	2261	FGFR3
loo_23576288_8	79147	FKRP
loo_23579436_6	659	BMPR2
loo_23579436_13	659	BMPR2
loo_23579484_5	201973	CCDC111
loo_23580068_0	7157	TP53
loo_23582006_2	1371	CPOX
loo_23583222_5	6834	SURF1
loo_23583749_1	2592	GALT
loo_23583749_2	2592	GALT
loo_23583915_5	710	SERPING1
loo_23583954_8	8803	SUCLA2
loo_23584375_2	2532	DARC
loo_23584803_1	889	CCM1
loo_23585771_4	83959	SLC4A11
loo_23585771_8	125336	LOXHD1
loo_23586964_3	6392	SDHD
loo_23586964_8	6392	SDHD
loo_23587236_0	55755	CDK5RAP2
loo_23587595_1	6559	SLC12A3
loo_23588064_3	1756	DMD
loo_23588843_0	4126	MANBA
loo_23588873_5	4436	MSH2
loo_23590985_2	23562	CLDN14
loo_23590985_5	23562	CLDN14
loo_23591138_2	1798	DPAGT1
loo_23591994_1	51750	RTEL1
loo_23595122_5	7466	WFS1
loo_23596069_2	7466	WFS1
loo_23597542_1	5354	PLP1
loo_23599324_0	6935	ZEB1
loo_23599324_5	6935	ZEB1
loo_23599387_1	57582	KCNT1
loo_23600988_6	6928	HNF1B
loo_23601006_2	2158	F9
loo_23601006_5	2158	F9
loo_23601006_9	2158	F9
loo_23601806_1	7508	XPC
loo_23602951_0	4210	MEFV
loo_23602993_2	154881	KCTD7
loo_23602993_3	154881	KCTD7
loo_23602993_5	1203	CLN5
loo_23603338_2	1896	EDA
loo_23603549_0	1180	CLCN1
loo_23603762_1	3796	KIF2A
loo_23604511_0	10002	NR2E3
loo_23605133_3	1371	CPOX
loo_23605961_0	9499	MYOT
loo_23606727_8	57511	COG6
loo_23607545_0	146227	BEAN1
loo_23607884_2	712	C1QA
loo_23607914_0	203859	ANO5
loo_23609919_0	2896	GRN
loo_23611888_2	2895	GRID2
loo_23612316_3	5395	PMS2
loo_23612438_2	387733	IFITM5
loo_23612572_0	23028	KDM1A
loo_23618813_2	6609	SMPD1
loo_23618813_4	6609	SMPD1
loo_23620094_6	23405	DICER1
loo_23620124_1	3815	KIT
loo_23620143_0	2581	GALC
loo_23620608_3	326	AIRE
loo_23620965_3	3043	HBB
loo_23621105_6	9211	LGI1
loo_23621778_3	7450	VWF
loo_23622117_7	8929	PHOX2B
loo_23622361_1	1291	COL6A1
loo_23622381_5	23600	AMACR
loo_23622405_2	3251	HPRT
loo_23623851_0	2778	GNAS
loo_23624125_0	1294	COL7A1
loo_23624134_0	5781	PTPN11
loo_23624134_1	5781	PTPN11
loo_23624134_6	5781	PTPN11
loo_2362427_1	367	AR
loo_23624750_0	4763	NF1
loo_23625800_0	4352	MPL
loo_23626652_0	7555	CNBP
loo_23626789_2	1896	EDA
loo_23632794_0	7337	UBE3A
loo_23632915_3	5726	TAS2R38
loo_23633388_0	2737	GLI3
loo_23633437_7	411	ARSB
loo_23634310_0	80025	PANK2
loo_23635550_0	2627	GATA6
loo_23637914_4	367	AR
loo_23639391_0	4854	NOTCH3
loo_23640411_3	6469	SHH
loo_23640978_0	57107	PDSS2
loo_23642322_0	255738	PCSK9
loo_23643384_1	1615	DARS
loo_23643385_3	9997	SCO2
loo_23645647_0	5979	RET
loo_23648117_2	161497	STRC
loo_23648117_8	161497	STRC
loo_23648743_6	2690	GHR
loo_23649698_4	4854	NOTCH3
loo_23651034_1	3757	KCNH2
loo_23651603_5	64127	NOD2
loo_23652837_15	3033	HADH
loo_23653585_0	6927	HNF1A
loo_23659370_5	6774	STAT3
loo_23661369_2	7399	USH2A
loo_23661369_6	5158	PDE6B
loo_23662816_4	5961	PRPH2
loo_23664981_2	6716	SRD5A2
loo_23665482_0	51199	NIN
loo_23666804_5	825	CAPN3
loo_23666920_4	4000	LMNA
loo_23667635_0	23534	TNPO3
loo_23667853_0	4669	NAGLU
loo_23669591_2	5727	PTCH1
loo_23670503_1	1080	CFTR
loo_23670503_4	1080	CFTR
loo_23673011_1	5428	POLG1
loo_23673869_0	7428	VHL
loo_23673869_2	7428	VHL
loo_23673869_5	7428	VHL
loo_23673869_6	7428	VHL
loo_23674160_0	9049	AIP
loo_23674175_1	23096	IQSEC2
loo_23675960_1	3988	LIPA
loo_23679950_2	6499	SKIV2L
loo_23680645_0	2706	GJB2
loo_23683095_4	57728	WDR19
loo_23683095_5	57728	WDR19
loo_23684896_0	5244	ABCB4
loo_23687080_1	8831	SYNGAP1
loo_23687348_0	89910	UBE3B
loo_23687348_1	89910	UBE3B
loo_23687361_6	4010	LMX1B
loo_23688972_0	1134	CHRNA1
loo_23689228_2	7051	TGM1
loo_23689273_2	2158	F9
loo_23689508_0	5019	OXCT1
loo_23689641_2	55624	POMGNT1
loo_23689903_0	8452	CUL3
loo_23692737_2	1278	COL1A2
loo_23692737_4	1278	COL1A2
loo_23692786_9	57545	CC2D2A
loo_23696316_0	2626	GATA4
loo_23696513_5	2690	GHR
loo_23697560_5	217	ALDH2
loo_23702046_2	4000	LMNA
loo_2370295_0	367	AR
loo_23703013_0	10342	TFG
loo_23704076_0	171023	ASXL1
loo_23706725_0	4593	MUSK
loo_23707328_0	4625	MYH7
loo_23707328_2	4625	MYH7
loo_23709754_3	6772	STAT1
loo_23709761_6	999	CDH1
loo_23711321_2	5354	PLP1
loo_23711321_4	5354	PLP1
loo_23711321_5	5354	PLP1
loo_23713051_0	6926	TBX3
loo_23715096_3	4703	NEB
loo_23716304_4	1756	DMD
loo_23716478_0	1524	CX3CR1
loo_23718928_3	2904	GRIN2B
loo_23723338_5	7369	UMOD
loo_23723443_1	4615	MYD88
loo_2372510_1	462	SERPINC1
loo_23725738_1	169522	KCNV2
loo_23727221_0	6909	TBX2
loo_23727839_0	2110	ETFDH
loo_23727839_1	2110	ETFDH
loo_23727839_4	2110	ETFDH
loo_23729388_0	5395	PMS2
loo_23729491_3	50617	ATP6V0A4
loo_23729616_0	367	AR
loo_23731332_8	2155	F7
loo_23733603_3	875	CBS
loo_23733757_4	4292	MLH1
loo_23736301_0	6647	SOD1
loo_23738969_1	1291	COL6A1
loo_23739925_7	4893	NRAS
loo_23740413_1	5376	PMP22
loo_23740648_1	4160	MC4R
loo_23741301_0	7780	SLC30A2
loo_23743763_6	9049	AIP
loo_23744582_0	6223	RPS19
loo_23746545_1	4000	LMNA
loo_23746552_0	25974	MMACHC
loo_23746554_1	8029	CUBN
loo_23747310_0	120892	LRRK2
loo_23747310_1	120892	LRRK2
loo_23748067_0	346171	ZFP57
loo_23748201_1	8910	SGCE
loo_23748201_8	8910	SGCE
loo_23749171_2	9096	TBX18
loo_23751782_8	3158	HMGCS2
loo_23754668_1	7173	TPO
loo_23758206_3	27235	COQ2
loo_23759955_0	25	BCR-ABL
loo_23760429_0	3953	LEPR
loo_23761016_4	5080	PAX6
loo_23761404_3	5621	PRNP
loo_23761507_0	477	ATP1A2
loo_23761821_0	25	BCR-ABL
loo_23761984_1	2162	F13A1
loo_23762448_0	554	AVPR2
loo_23762728_2	367	AR
loo_23764840_0	5621	PRNP
loo_23765342_2	7439	BEST1
loo_23766104_0	27086	FOXP1
loo_23768507_1	112476	PRRT2
loo_23768512_4	29925	GMPPB
loo_23768512_6	29925	GMPPB
loo_23770102_0	2628	GATM
loo_23770245_2	4194	MDM4
loo_23770304_1	5313	PKLR
loo_23771846_4	5354	PLP1
loo_23771920_0	3480	IGF1R
loo_23771920_3	5781	PTPN11
loo_23773341_0	1312	COMT
loo_23773965_0	79158	GNPTAB
loo_23773993_0	2705	GJB1
loo_23775976_1	3199	HOXA2
loo_23775976_3	3199	HOXA2
loo_23775976_8	3199	HOXA2
loo_23776368_2	6622	SNCA
loo_23777413_1	3043	HBB
loo_23777413_2	3043	HBB
loo_23777413_4	3043	HBB
loo_23777413_10	3043	HBB
loo_23777631_3	57449	PLEKHG5
loo_23778422_2	7827	NPHS2
loo_23778487_0	1482	NKX2-5
loo_23778487_1	1482	NKX2-5
loo_23779098_5	83844	USP26
loo_23780777_0	4179	CD46
loo_23781959_4	4000	LMNA
loo_23781959_7	121512	FGD4
loo_23781966_0	5376	PMP22
loo_23783014_4	1716	DGUOK
loo_23786846_0	3425	IDUA
loo_23786846_2	3425	IDUA
loo_23787031_1	2548	GAA
loo_23787135_5	1436	CSF1R
loo_23788369_4	157657	C8ORF37
loo_23789284_0	540	ATP7B
loo_23791750_2	2175	FANCA
loo_2379312_0	7498	XDH
loo_23793583_2	4000	LMNA
loo_23794306_1	4436	MSH2
loo_23794319_0	5015	OTX2
loo_23794361_1	100151683	RNU4ATAC
loo_23794361_3	100151683	RNU4ATAC
loo_23794388_1	2200	FBN1
loo_23797154_6	1145	CHRNE
loo_23798057_3	345895	RSPH4A
loo_23798057_5	345895	RSPH4A
loo_23798057_8	345895	RSPH4A
loo_23799907_1	5080	PAX6
loo_23799907_5	5080	PAX6
loo_23800659_0	3043	HBB
loo_23800702_5	79147	FKRP
loo_23801599_0	4072	EPCAM
loo_23802516_3	2767	GNA11
loo_23805042_1	768206	PRCD
loo_23806067_2	3040	HBA2
loo_23806067_15	3039	HBA1
loo_23807917_3	6833	ABCC8
loo_23808377_3	5428	POLG
loo_23808595_0	2706	GJB2
loo_23810098_0	3561	IL2RG
loo_23810369_2	6331	SCN5A
loo_23810378_2	5295	PIK3R1
loo_23810378_8	5295	PIK3R1
loo_23810502_5	3845	KRAS
loo_23810502_7	3845	KRAS
loo_23810770_1	64221	ROBO3
loo_23810894_1	5318	PKP2
loo_23812909_3	2260	FGFR1
loo_23812909_4	2260	FGFR1
loo_23813656_9	3265	HRAS
loo_23813656_10	3265	HRAS
loo_23815599_0	51206	GP6
loo_23816408_7	4625	MYH7
loo_23818065_0	203228	C9ORF72
loo_23820083_4	646960	PRSS56
loo_23824421_0	57104	PNPLA2
loo_23824674_0	9060	PAPSS2
loo_23824674_2	9060	PAPSS2
loo_23824674_4	9060	PAPSS2
loo_23824674_7	9060	PAPSS2
loo_23825108_5	25974	MMACHC
loo_23827524_2	3178	HNRNPA1
loo_23829171_1	9427	ECEL1
loo_23829171_8	9427	ECEL1
loo_23829229_1	4358	MPV17
loo_23830146_6	57217	TTC7A
loo_23830926_6	7157	TP53
loo_23830926_12	4780	NFE2L2
loo_23831250_0	773	CACNA1A
loo_23832105_1	1804	DPP6
loo_23834103_1	2706	GJB2
loo_23837941_5	5265	SERPINA1
loo_23837941_7	6337	SCNN1A
loo_23837941_9	6337	SCNN1A
loo_23838598_11	4000	LMNA
loo_23839161_0	3587	IL10RA
loo_23839161_2	3587	IL10RA
loo_23840815_0	3075	CFH
loo_23842040_1	672	BRCA1
loo_23842451_0	5053	PAH
loo_23842656_1	7428	VHL
loo_2384313_0	3040	HBA2
loo_23843579_0	2645	GCK
loo_23844677_0	57449	PLEKHG5
loo_23845777_0	7466	WFS1
loo_23847048_0	2521	FUS
loo_23847049_4	6247	RS1
loo_23849051_0	8314	BAP1
loo_23849051_2	8314	BAP1
loo_23850332_6	5663	PSEN1
loo_23853500_0	1760	DMPK
loo_23856265_0	846	CASR
loo_23856265_5	846	CASR
loo_23856379_0	2706	GJB2
loo_23856824_7	6392	SDHD
loo_23857164_0	5621	PRNP
loo_23857908_2	83636	C19ORF12
loo_23857908_4	83636	C19ORF12
loo_23858502_0	5265	SERPINA1
loo_23859901_1	3098	HK1
loo_23859901_3	3098	HK1
loo_23859901_5	3098	HK1
loo_23860325_0	79068	FTO
loo_23861223_2	974	CD79B
loo_23861223_6	7157	TP53
loo_23861251_0	23218	NBEAL2
loo_23868022_1	5888	RAD51
loo_23869449_1	3909	LAMA3
loo_23871674_0	5350	PLN
loo_23871727_1	348	APOE
loo_23871770_4	6314	ATXN7
loo_23872692_5	3762	KCNJ5
loo_23873622_3	324	APC
loo_23874116_0	2539	G6PD
loo_238759_0	6448	SGSH
loo_238759_2	6448	SGSH
loo_23876379_1	6399	SEDL
loo_23876379_3	6399	SEDL
loo_23876379_4	6399	SEDL
loo_23877823_2	8314	BAP1
loo_23879700_2	1540	CYLD
loo_23881342_1	2203	FBP1
loo_23883380_1	3777	KCNK3
loo_23883380_6	3777	KCNK3
loo_23885229_1	6654	SOS1
loo_23885229_5	6654	SOS1
loo_23885229_7	5894	RAF1
loo_23886400_0	5728	PTEN
loo_2388659_2	5837	PYGM
loo_23886590_3	4653	MYOC
loo_23886590_7	4653	MYOC
loo_23888388_0	80025	PANK2
loo_23889335_7	145173	B3GALTL
loo_23889849_0	5080	PAX6
loo_23890466_0	2670	GFAP
loo_23891469_10	51364	ZMYND10
loo_23891471_4	51364	ZMYND10
loo_23892090_0	6497	SKI
loo_23895774_0	2290	FOXG1
loo_23897156_0	3908	LAMA2
loo_23897666_1	84667	HES7
loo_23897707_0	6611	SMS
loo_23897859_0	2332	FMR1
loo_23897863_0	9381	OTOF
loo_2389803_4	5925	RB1
loo_23898106_1	2175	FANCA
loo_23898106_4	2175	FANCA
loo_23900271_2	1756	DMD
loo_23900271_4	1756	DMD
loo_23900271_5	1756	DMD
loo_23906582_0	2266	FGG
loo_23908629_0	2512	FTL
loo_23908629_2	2512	FTL
loo_23909789_2	217	ALDH2
loo_23910200_1	5745	PTH1R
loo_23910460_1	1537	CYC1
loo_23911907_0	1376	CPT2
loo_23913001_0	776	CACNA1D
loo_23913003_2	5155	PDGFB
loo_23913003_5	5155	PDGFB
loo_23913389_5	7827	NPHS2
loo_23913389_7	7827	NPHS2
loo_23913389_9	7827	NPHS2
loo_23913520_1	64324	NSD1
loo_23913520_4	64324	NSD1
loo_23913711_1	7337	UBE3A
loo_23913798_0	5332	PLCB4
loo_23914978_5	2332	FMR1
loo_23918834_3	477	ATP1A2
loo_23924173_1	2706	GJB2
loo_23924366_5	7399	USH2A
loo_23924834_4	2592	GALT
loo_23926060_0	6314	ATXN7
loo_23926386_0	1589	CYP21A2
loo_23926460_0	1029	CDKN2A
loo_23927549_1	1285	COL4A3
loo_23929671_6	25821	MTO1
loo_23931808_0	7276	TTR
loo_23931817_3	9927	MFN2
loo_23931818_3	9896	FIG4
loo_23932794_0	4868	NPHS1
loo_23932928_0	1280	COL2A1
loo_23933735_0	9200	HACD1
loo_23933820_3	2903	GRIN2A
loo_23933820_8	2903	GRIN2A
loo_23933970_0	1548	CYP2A6
loo_23933970_8	1548	CYP2A6
loo_23938035_3	1785	DNM2
loo_239382_0	4594	MUT
loo_23939468_4	6575	SLC20A2
loo_23940125_3	1584	CYP11B1
loo_23941072_3	1277	COL1A1
loo_23941127_0	79728	PALB2
loo_23941127_2	79728	PALB2
loo_23942204_3	5080	PAX6
loo_23942204_8	5080	PAX6
loo_23942205_1	8878	SQSTM1
loo_23943237_10	30061	SLC40A1
loo_23943650_0	6208	RPS14
loo_23943788_4	80184	CEP290
loo_23943810_0	7504	XK
loo_23944608_0	3043	HBB
loo_23944711_1	331	XIAP
loo_23946315_0	472	ATM
loo_23948881_0	348	APOE
loo_23949830_2	2332	FMR1
loo_23949913_3	4488	MSX2
loo_23949913_6	4488	MSX2
loo_23950570_0	359	AQP2
loo_23950570_1	359	AQP2
loo_23952477_3	3594	IL12RB1
loo_23953420_1	5727	PTCH1
loo_23954267_7	845	CASQ2
loo_23954618_0	1832	DSP
loo_23955447_2	3039	HBA1
loo_23955615_1	6331	SCN5A
loo_23956136_1	1280	COL2A1
loo_23957016_2	3858	KRT10
loo_23958653_2	64699	TMPRSS3
loo_23958653_3	64699	TMPRSS3
loo_23958897_0	7291	TWIST1
loo_23959108_0	6311	ATXN2
loo_23959108_1	6311	ATXN2
loo_23961003_0	1280	COL2A1
loo_23961003_1	1280	COL2A1
loo_23961276_1	773	CACNA1A
loo_23962495_5	203228	C9ORF72
loo_23962495_7	203228	C9ORF72
loo_23963289_0	120892	LRRK2
loo_23964099_1	55054	ATG16L1
loo_23965030_1	5172	SLC26A4
loo_23965854_1	11128	POLR3A
loo_23968935_1	1716	DGUOK
loo_23968935_7	50484	RRM2B
loo_23969168_0	1376	CPT2
loo_23973726_0	4143	MAT1A
loo_23975082_0	675	BRCA2
loo_23975093_1	4524	MTHFR
loo_23977274_0	58	ACTA1
loo_23978325_0	348	APOE
loo_23979103_0	5621	PRNP
